what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.102.v200805301834,org.eclipse.jst.ws.axis2.consumption.core,1216294994830
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.305.v200805281530,org.eclipse.jst.ws.creation.ui,1216294994830
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.0.v200806050222,org.eclipse.jst.ws.consumption.ui,1216294994830
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.200.v200805140020,org.eclipse.jst.j2ee.webservice.ui,1216294994830
stopped,bundle,org.eclipse.jst.servlet.ui,1.1.200.v200805150230,org.eclipse.jst.servlet.ui,1216294994830
stopped,bundle,org.eclipse.jst.jee.ui,1.0.100.v200805221242,org.eclipse.jst.jee.ui,1216294994830
stopped,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.200.v200805221242,org.eclipse.jst.j2ee.navigator.ui,1216294994830
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.200.v200805292155,org.eclipse.jst.ejb.ui,1216294994830
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.emitter,1.1.102.v200805140135,org.eclipse.jst.j2ee.ejb.annotations.emitter,1216294994830
stopped,bundle,org.eclipse.jst.j2ee.jca.ui,1.1.200.v200805140020,org.eclipse.jst.j2ee.jca.ui,1216294994840
stopped,bundle,org.eclipse.jst.j2ee.ui,1.1.200.v200805140020,org.eclipse.jst.j2ee.ui,1216294994840
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.0.0.v20080605,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1216294994840
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.1.0.v20080610,org.eclipse.jst.jsf.facesconfig.ui,1216294994840
stopped,bundle,org.eclipse.jst.jsf.ui,1.1.0.v20080606,org.eclipse.jst.jsf.ui,1216294994840
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.1.0.v20080605,org.eclipse.jst.pagedesigner.jsf.ui,1216294994840
stopped,bundle,org.eclipse.jst.pagedesigner,1.1.0.v20080605,org.eclipse.jst.pagedesigner,1216294994840
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.1.0.v20080605,org.eclipse.jst.jsf.common.ui,1216294994840
stopped,bundle,org.eclipse.jst.jsf.core,1.1.0.v20080606,org.eclipse.jst.jsf.core,1216294994840
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.1.0.v20080515,org.eclipse.jst.jsf.standard.tagsupport,1216294994840
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.1.0.v20080605,org.eclipse.jst.pagedesigner.jsp.core,1216294994850
stopped,bundle,org.eclipse.jst.jsf.common,1.1.0.v20080605,org.eclipse.jst.jsf.common,1216294994850
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.0.v200804302218,org.eclipse.wst.jsdt.web.support.jsp,1216294994850
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.300.v200805152207,org.eclipse.jst.jsp.ui,1216294994850
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.201.v200805301834,org.eclipse.jst.ws.axis2.ui,1216294994850
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.300.v200805140230,org.eclipse.jst.ws.uddiregistry,1216294994850
