what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1216380736520
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216380737121
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216380745853
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216380757250
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216380860709
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216380861009
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216380863453
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216380864684
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216381146860
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216381147841
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216381148573
started,bundle,org.eclipse.mylyn.ide.ant,3.0.0.v20080619-1900,org.eclipse.mylyn.ide.ant,1216381148623
started,bundle,org.eclipse.mylyn.java.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.java.ui,1216381148633
started,bundle,org.eclipse.mylyn.pde.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.pde.ui,1216381148663
started,bundle,org.eclipse.mylyn.resources.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.resources.ui,1216381148673
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216381148683
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216381150205
closed,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1216381150585
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1216381150906
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1216381150906
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.205.v200805140145,org.eclipse.jst.server.generic.jboss,1216381150916
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1216381150916
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1216381150916
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.301.v200805140145,org.eclipse.jst.server.websphere.core,1216381150916
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.305.v200805140145,org.eclipse.jst.server.generic.ui,1216381150926
